帧编号,帧id,阶段,PGN,报文代号,报文描述,优先权,源地址-目的地址,帧长度,帧数据,帧数据含义
543,0x1CEC56F4,充电阶段,4352,BCS,电池充电总状态,7,BMS-充电机,8,0x10090002FF001100,多帧发送请求帧 总字节数为9 需要发送的总帧数为2
544,0x1CECF456,充电阶段,4352,BCS,电池充电总状态,7,充电机-BMS,8,0x110201FFFF001100,多帧请求响应帧 可发送帧数为2 多帧发送时首帧的帧号为1
545,0x1812F456,充电阶段,4608,CCS,充电机充电状态,6,充电机-BMS,7,0xC90EA00F0000FD,电压输出值（V）378.50V；电流输出值(A)0.00A；累计充电时间(min)16580608.00min；
546,0x1CEB56F4,充电阶段,4352,BCS,电池充电总状态,7,BMS-充电机,8,0x01C80EA00F4C814D,多帧发送的第1帧
547,0x1CEB56F4,充电阶段,4352,BCS,电池充电总状态,7,BMS-充电机,8,0x020000FFFFFFFFFF,多帧发送的第2帧
548,0x1CECF456,充电阶段,4352,BCS,电池充电总状态,7,充电机-BMS,8,0x13090002FF001100,多帧接收完成帧 收到总字节数为9 收到总帧数为2 
多帧解析结果：【充电电压测量值(V)0.00V；充电电流测量值(A)429496329.50A；当前荷电状态SOC(%)255.00%；】
549,0x181056F4,充电阶段,4096,BCL,电池充电需求,6,BMS-充电机,5,0xA510760E02,电压需求426.10V；电流需求13077.40A；辨识结果:恒流充电；
550,0x181356F4,充电阶段,4864,BSM,动力蓄电池状态信息,6,BMS-充电机,7,0x1B360635110010,最高单体动力蓄电池电压所在编号28.00；最高动力蓄电池温度1540.00℃；最高温度检测点编号1127687.00；最低动力蓄电池温度268439811.00℃；最低动力蓄电池温度检测点编号1048594.00；
551,0x1812F456,充电阶段,4608,CCS,充电机充电状态,6,充电机-BMS,7,0xC90EA00F0000FD,电压输出值（V）378.50V；电流输出值(A)0.00A；累计充电时间(min)16580608.00min；
552,0x181056F4,充电阶段,4096,BCL,电池充电需求,6,BMS-充电机,5,0xA510760E02,电压需求426.10V；电流需求13077.40A；辨识结果:恒流充电；
553,0x181056F4,充电阶段,4096,BCL,电池充电需求,6,BMS-充电机,5,0xA510760E02,电压需求426.10V；电流需求13077.40A；辨识结果:恒流充电；
554,0x1812F456,充电阶段,4608,CCS,充电机充电状态,6,充电机-BMS,7,0xC90EA00F0000FD,电压输出值（V）378.50V；电流输出值(A)0.00A；累计充电时间(min)16580608.00min；
555,0x181056F4,充电阶段,4096,BCL,电池充电需求,6,BMS-充电机,5,0xA510760E02,电压需求426.10V；电流需求13077.40A；辨识结果:恒流充电；
556,0x1812F456,充电阶段,4608,CCS,充电机充电状态,6,充电机-BMS,7,0xC90EA00F0000FD,电压输出值（V）378.50V；电流输出值(A)0.00A；累计充电时间(min)16580608.00min；
557,0x181056F4,充电阶段,4096,BCL,电池充电需求,6,BMS-充电机,5,0xA510760E02,电压需求426.10V；电流需求13077.40A；辨识结果:恒流充电；
558,0x1CEC56F4,充电阶段,4352,BCS,电池充电总状态,7,BMS-充电机,8,0x10090002FF001100,多帧发送请求帧 总字节数为9 需要发送的总帧数为2
559,0x1CECF456,充电阶段,4352,BCS,电池充电总状态,7,充电机-BMS,8,0x110201FFFF001100,多帧请求响应帧 可发送帧数为2 多帧发送时首帧的帧号为1
560,0x1CEB56F4,充电阶段,4352,BCS,电池充电总状态,7,BMS-充电机,8,0x01C90EA00F4C414D,多帧发送的第1帧
561,0x1CEB56F4,充电阶段,4352,BCS,电池充电总状态,7,BMS-充电机,8,0x020000FFFFFFFFFF,多帧发送的第2帧
562,0x1CECF456,充电阶段,4352,BCS,电池充电总状态,7,充电机-BMS,8,0x13090002FF001100,多帧接收完成帧 收到总字节数为9 收到总帧数为2 
多帧解析结果：【充电电压测量值(V)0.00V；充电电流测量值(A)429496329.50A；当前荷电状态SOC(%)255.00%；】
563,0x1812F456,充电阶段,4608,CCS,充电机充电状态,6,充电机-BMS,7,0xC90EA00F0000FD,电压输出值（V）378.50V；电流输出值(A)0.00A；累计充电时间(min)16580608.00min；
564,0x181056F4,充电阶段,4096,BCL,电池充电需求,6,BMS-充电机,5,0xA510760E02,电压需求426.10V；电流需求13077.40A；辨识结果:恒流充电；
565,0x181356F4,充电阶段,4864,BSM,动力蓄电池状态信息,6,BMS-充电机,7,0x26360635180010,最高单体动力蓄电池电压所在编号39.00；最高动力蓄电池温度1540.00℃；最高温度检测点编号1586439.00；最低动力蓄电池温度268441603.00℃；最低动力蓄电池温度检测点编号1048601.00；
566,0x181056F4,充电阶段,4096,BCL,电池充电需求,6,BMS-充电机,5,0xA510760E02,电压需求426.10V；电流需求13077.40A；辨识结果:恒流充电；
567,0x1812F456,充电阶段,4608,CCS,充电机充电状态,6,充电机-BMS,7,0xC90EA00F0000FD,电压输出值（V）378.50V；电流输出值(A)0.00A；累计充电时间(min)16580608.00min；
568,0x181056F4,充电阶段,4096,BCL,电池充电需求,6,BMS-充电机,5,0xA510760E02,电压需求426.10V；电流需求13077.40A；辨识结果:恒流充电；
569,0x1812F456,充电阶段,4608,CCS,充电机充电状态,6,充电机-BMS,7,0xC90EA00F0000FD,电压输出值（V）378.50V；电流输出值(A)0.00A；累计充电时间(min)16580608.00min；
570,0x181056F4,充电阶段,4096,BCL,电池充电需求,6,BMS-充电机,5,0xA510760E02,电压需求426.10V；电流需求13077.40A；辨识结果:恒流充电；
571,0x1812F456,充电阶段,4608,CCS,充电机充电状态,6,充电机-BMS,7,0xC90EA00F0000FD,电压输出值（V）378.50V；电流输出值(A)0.00A；累计充电时间(min)16580608.00min；
572,0x181056F4,充电阶段,4096,BCL,电池充电需求,6,BMS-充电机,5,0xA510760E02,电压需求426.10V；电流需求13077.40A；辨识结果:恒流充电；
573,0x1CEC56F4,充电阶段,4352,BCS,电池充电总状态,7,BMS-充电机,8,0x10090002FF001100,多帧发送请求帧 总字节数为9 需要发送的总帧数为2
574,0x1CECF456,充电阶段,4352,BCS,电池充电总状态,7,充电机-BMS,8,0x110201FFFF001100,多帧请求响应帧 可发送帧数为2 多帧发送时首帧的帧号为1
575,0x1CEB56F4,充电阶段,4352,BCS,电池充电总状态,7,BMS-充电机,8,0x01C90EA00F4C614D,多帧发送的第1帧
576,0x1CEB56F4,充电阶段,4352,BCS,电池充电总状态,7,BMS-充电机,8,0x020000FFFFFFFFFF,多帧发送的第2帧
577,0x1CECF456,充电阶段,4352,BCS,电池充电总状态,7,充电机-BMS,8,0x13090002FF001100,多帧接收完成帧 收到总字节数为9 收到总帧数为2 
多帧解析结果：【充电电压测量值(V)0.00V；充电电流测量值(A)429496329.50A；当前荷电状态SOC(%)255.00%；】
578,0x181056F4,充电阶段,4096,BCL,电池充电需求,6,BMS-充电机,5,0xA510760E02,电压需求426.10V；电流需求13077.40A；辨识结果:恒流充电；
579,0x1812F456,充电阶段,4608,CCS,充电机充电状态,6,充电机-BMS,7,0xC90EA00F0000FD,电压输出值（V）378.50V；电流输出值(A)0.00A；累计充电时间(min)16580608.00min；
580,0x181356F4,充电阶段,4864,BSM,动力蓄电池状态信息,6,BMS-充电机,7,0x1E3606350F0010,最高单体动力蓄电池电压所在编号31.00；最高动力蓄电池温度1540.00℃；最高温度检测点编号996615.00；最低动力蓄电池温度268439299.00℃；最低动力蓄电池温度检测点编号1048592.00；
581,0x181056F4,充电阶段,4096,BCL,电池充电需求,6,BMS-充电机,5,0xA510760E02,电压需求426.10V；电流需求13077.40A；辨识结果:恒流充电；
582,0x1812F456,充电阶段,4608,CCS,充电机充电状态,6,充电机-BMS,7,0xC90EA00F0000FD,电压输出值（V）378.50V；电流输出值(A)0.00A；累计充电时间(min)16580608.00min；
583,0x181056F4,充电阶段,4096,BCL,电池充电需求,6,BMS-充电机,5,0xA510760E02,电压需求426.10V；电流需求13077.40A；辨识结果:恒流充电；
584,0x181056F4,充电阶段,4096,BCL,电池充电需求,6,BMS-充电机,5,0xA510760E02,电压需求426.10V；电流需求13077.40A；辨识结果:恒流充电；
585,0x1812F456,充电阶段,4608,CCS,充电机充电状态,6,充电机-BMS,7,0xC90EA00F0000FD,电压输出值（V）378.50V；电流输出值(A)0.00A；累计充电时间(min)16580608.00min；
586,0x181056F4,充电阶段,4096,BCL,电池充电需求,6,BMS-充电机,5,0xA510760E02,电压需求426.10V；电流需求13077.40A；辨识结果:恒流充电；
587,0x1CEC56F4,充电阶段,4352,BCS,电池充电总状态,7,BMS-充电机,8,0x10090002FF001100,多帧发送请求帧 总字节数为9 需要发送的总帧数为2
588,0x1CECF456,充电阶段,4352,BCS,电池充电总状态,7,充电机-BMS,8,0x110201FFFF001100,多帧请求响应帧 可发送帧数为2 多帧发送时首帧的帧号为1
589,0x1CEB56F4,充电阶段,4352,BCS,电池充电总状态,7,BMS-充电机,8,0x01C80EA00F4C614D,多帧发送的第1帧
590,0x1812F456,充电阶段,4608,CCS,充电机充电状态,6,充电机-BMS,7,0xC90EA00F0000FD,电压输出值（V）378.50V；电流输出值(A)0.00A；累计充电时间(min)16580608.00min；
591,0x1CEB56F4,充电阶段,4352,BCS,电池充电总状态,7,BMS-充电机,8,0x020000FFFFFFFFFF,多帧发送的第2帧
592,0x1CECF456,充电阶段,4352,BCS,电池充电总状态,7,充电机-BMS,8,0x13090002FF001100,多帧接收完成帧 收到总字节数为9 收到总帧数为2 
多帧解析结果：【充电电压测量值(V)0.00V；充电电流测量值(A)429496329.50A；当前荷电状态SOC(%)255.00%；】
593,0x181056F4,充电阶段,4096,BCL,电池充电需求,6,BMS-充电机,5,0xA510760E02,电压需求426.10V；电流需求13077.40A；辨识结果:恒流充电；
594,0x181356F4,充电阶段,4864,BSM,动力蓄电池状态信息,6,BMS-充电机,7,0x233606350F0010,最高单体动力蓄电池电压所在编号36.00；最高动力蓄电池温度1540.00℃；最高温度检测点编号996615.00；最低动力蓄电池温度268439299.00℃；最低动力蓄电池温度检测点编号1048592.00；
595,0x1812F456,充电阶段,4608,CCS,充电机充电状态,6,充电机-BMS,7,0xC90EA00F0000FD,电压输出值（V）378.50V；电流输出值(A)0.00A；累计充电时间(min)16580608.00min；
596,0x181056F4,充电阶段,4096,BCL,电池充电需求,6,BMS-充电机,5,0xA510760E02,电压需求426.10V；电流需求13077.40A；辨识结果:恒流充电；
597,0x181056F4,充电阶段,4096,BCL,电池充电需求,6,BMS-充电机,5,0xA510760E02,电压需求426.10V；电流需求13077.40A；辨识结果:恒流充电；
598,0x1812F456,充电阶段,4608,CCS,充电机充电状态,6,充电机-BMS,7,0xC90EA00F0000FD,电压输出值（V）378.50V；电流输出值(A)0.00A；累计充电时间(min)16580608.00min；
599,0x181056F4,充电阶段,4096,BCL,电池充电需求,6,BMS-充电机,5,0xA510760E02,电压需求426.10V；电流需求13077.40A；辨识结果:恒流充电；
600,0x1812F456,充电阶段,4608,CCS,充电机充电状态,6,充电机-BMS,7,0xC90EA00F0000FD,电压输出值（V）378.50V；电流输出值(A)0.00A；累计充电时间(min)16580608.00min；
601,0x181056F4,充电阶段,4096,BCL,电池充电需求,6,BMS-充电机,5,0xA510760E02,电压需求426.10V；电流需求13077.40A；辨识结果:恒流充电；
602,0x1CEC56F4,充电阶段,4352,BCS,电池充电总状态,7,BMS-充电机,8,0x10090002FF001100,多帧发送请求帧 总字节数为9 需要发送的总帧数为2
603,0x1CECF456,充电阶段,4352,BCS,电池充电总状态,7,充电机-BMS,8,0x110201FFFF001100,多帧请求响应帧 可发送帧数为2 多帧发送时首帧的帧号为1
604,0x1CEB56F4,充电阶段,4352,BCS,电池充电总状态,7,BMS-充电机,8,0x01C60EA00F4CE14D,多帧发送的第1帧
605,0x1CEB56F4,充电阶段,4352,BCS,电池充电总状态,7,BMS-充电机,8,0x020000FFFFFFFFFF,多帧发送的第2帧
606,0x1CECF456,充电阶段,4352,BCS,电池充电总状态,7,充电机-BMS,8,0x13090002FF001100,多帧接收完成帧 收到总字节数为9 收到总帧数为2 
多帧解析结果：【充电电压测量值(V)0.00V；充电电流测量值(A)429496329.50A；当前荷电状态SOC(%)255.00%；】
607,0x181056F4,充电阶段,4096,BCL,电池充电需求,6,BMS-充电机,5,0xA510760E02,电压需求426.10V；电流需求13077.40A；辨识结果:恒流充电；
608,0x1812F456,充电阶段,4608,CCS,充电机充电状态,6,充电机-BMS,7,0xC90EA00F0000FD,电压输出值（V）378.50V；电流输出值(A)0.00A；累计充电时间(min)16580608.00min；
609,0x181356F4,充电阶段,4864,BSM,动力蓄电池状态信息,6,BMS-充电机,7,0x263606350F0010,最高单体动力蓄电池电压所在编号39.00；最高动力蓄电池温度1540.00℃；最高温度检测点编号996615.00；最低动力蓄电池温度268439299.00℃；最低动力蓄电池温度检测点编号1048592.00；
610,0x181056F4,充电阶段,4096,BCL,电池充电需求,6,BMS-充电机,5,0xA510760E02,电压需求426.10V；电流需求13077.40A；辨识结果:恒流充电；
611,0x1812F456,充电阶段,4608,CCS,充电机充电状态,6,充电机-BMS,7,0xC90EA00F0000FD,电压输出值（V）378.50V；电流输出值(A)0.00A；累计充电时间(min)16580608.00min；
612,0x181056F4,充电阶段,4096,BCL,电池充电需求,6,BMS-充电机,5,0xA510760E02,电压需求426.10V；电流需求13077.40A；辨识结果:恒流充电；
613,0x1812F456,充电阶段,4608,CCS,充电机充电状态,6,充电机-BMS,7,0xC90EA00F0000FD,电压输出值（V）378.50V；电流输出值(A)0.00A；累计充电时间(min)16580608.00min；
614,0x181056F4,充电阶段,4096,BCL,电池充电需求,6,BMS-充电机,5,0xA510760E02,电压需求426.10V；电流需求13077.40A；辨识结果:恒流充电；
615,0x181056F4,充电阶段,4096,BCL,电池充电需求,6,BMS-充电机,5,0xA510760E02,电压需求426.10V；电流需求13077.40A；辨识结果:恒流充电；
616,0x1812F456,充电阶段,4608,CCS,充电机充电状态,6,充电机-BMS,7,0xC90EA00F0000FD,电压输出值（V）378.50V；电流输出值(A)0.00A；累计充电时间(min)16580608.00min；
617,0x1CEC56F4,充电阶段,4352,BCS,电池充电总状态,7,BMS-充电机,8,0x10090002FF001100,多帧发送请求帧 总字节数为9 需要发送的总帧数为2
618,0x1CECF456,充电阶段,4352,BCS,电池充电总状态,7,充电机-BMS,8,0x110201FFFF001100,多帧请求响应帧 可发送帧数为2 多帧发送时首帧的帧号为1
619,0x1CEB56F4,充电阶段,4352,BCS,电池充电总状态,7,BMS-充电机,8,0x01D60E160F4D114D,多帧发送的第1帧
620,0x1CEB56F4,充电阶段,4352,BCS,电池充电总状态,7,BMS-充电机,8,0x020000FFFFFFFFFF,多帧发送的第2帧
621,0x1CECF456,充电阶段,4352,BCS,电池充电总状态,7,充电机-BMS,8,0x13090002FF001100,多帧接收完成帧 收到总字节数为9 收到总帧数为2 
多帧解析结果：【充电电压测量值(V)0.00V；充电电流测量值(A)429496329.50A；当前荷电状态SOC(%)255.00%；】
622,0x181056F4,充电阶段,4096,BCL,电池充电需求,6,BMS-充电机,5,0xA510760E02,电压需求426.10V；电流需求13077.40A；辨识结果:恒流充电；
623,0x1812F456,充电阶段,4608,CCS,充电机充电状态,6,充电机-BMS,7,0xC90EA00F0000FD,电压输出值（V）378.50V；电流输出值(A)0.00A；累计充电时间(min)16580608.00min；
624,0x181356F4,充电阶段,4864,BSM,动力蓄电池状态信息,6,BMS-充电机,7,0x1E360635110010,最高单体动力蓄电池电压所在编号31.00；最高动力蓄电池温度1540.00℃；最高温度检测点编号1127687.00；最低动力蓄电池温度268439811.00℃；最低动力蓄电池温度检测点编号1048594.00；
625,0x181056F4,充电阶段,4096,BCL,电池充电需求,6,BMS-充电机,5,0xA510760E02,电压需求426.10V；电流需求13077.40A；辨识结果:恒流充电；
626,0x1812F456,充电阶段,4608,CCS,充电机充电状态,6,充电机-BMS,7,0xC90EA00F0000FD,电压输出值（V）378.50V；电流输出值(A)0.00A；累计充电时间(min)16580608.00min；
627,0x181056F4,充电阶段,4096,BCL,电池充电需求,6,BMS-充电机,5,0xA510760E02,电压需求426.10V；电流需求13077.40A；辨识结果:恒流充电；
628,0x181056F4,充电阶段,4096,BCL,电池充电需求,6,BMS-充电机,5,0xA510760E02,电压需求426.10V；电流需求13077.40A；辨识结果:恒流充电；
629,0x1812F456,充电阶段,4608,CCS,充电机充电状态,6,充电机-BMS,7,0xC90EA00F0000FD,电压输出值（V）378.50V；电流输出值(A)0.00A；累计充电时间(min)16580608.00min；
630,0x181056F4,充电阶段,4096,BCL,电池充电需求,6,BMS-充电机,5,0xA510760E02,电压需求426.10V；电流需求13077.40A；辨识结果:恒流充电；
631,0x1CEC56F4,充电阶段,4352,BCS,电池充电总状态,7,BMS-充电机,8,0x10090002FF001100,多帧发送请求帧 总字节数为9 需要发送的总帧数为2
632,0x1CECF456,充电阶段,4352,BCS,电池充电总状态,7,充电机-BMS,8,0x110201FFFF001100,多帧请求响应帧 可发送帧数为2 多帧发送时首帧的帧号为1
633,0x1CEB56F4,充电阶段,4352,BCS,电池充电总状态,7,BMS-充电机,8,0x01E30E9B0E4E614D,多帧发送的第1帧
634,0x1CEB56F4,充电阶段,4352,BCS,电池充电总状态,7,BMS-充电机,8,0x020000FFFFFFFFFF,多帧发送的第2帧
635,0x1CECF456,充电阶段,4352,BCS,电池充电总状态,7,充电机-BMS,8,0x13090002FF001100,多帧接收完成帧 收到总字节数为9 收到总帧数为2 
多帧解析结果：【充电电压测量值(V)0.00V；充电电流测量值(A)429496329.50A；当前荷电状态SOC(%)255.00%；】
636,0x1812F456,充电阶段,4608,CCS,充电机充电状态,6,充电机-BMS,7,0xC90EA00F0000FD,电压输出值（V）378.50V；电流输出值(A)0.00A；累计充电时间(min)16580608.00min；
637,0x181056F4,充电阶段,4096,BCL,电池充电需求,6,BMS-充电机,5,0xA510760E02,电压需求426.10V；电流需求13077.40A；辨识结果:恒流充电；
638,0x181356F4,充电阶段,4864,BSM,动力蓄电池状态信息,6,BMS-充电机,7,0x26360635180010,最高单体动力蓄电池电压所在编号39.00；最高动力蓄电池温度1540.00℃；最高温度检测点编号1586439.00；最低动力蓄电池温度268441603.00℃；最低动力蓄电池温度检测点编号1048601.00；
639,0x181056F4,充电阶段,4096,BCL,电池充电需求,6,BMS-充电机,5,0xA510760E02,电压需求426.10V；电流需求13077.40A；辨识结果:恒流充电；
640,0x1812F456,充电阶段,4608,CCS,充电机充电状态,6,充电机-BMS,7,0xC90EA00F0000FD,电压输出值（V）378.50V；电流输出值(A)0.00A；累计充电时间(min)16580608.00min；
641,0x181056F4,充电阶段,4096,BCL,电池充电需求,6,BMS-充电机,5,0xA510760E02,电压需求426.10V；电流需求13077.40A；辨识结果:恒流充电；
642,0x1812F456,充电阶段,4608,CCS,充电机充电状态,6,充电机-BMS,7,0xC90EA00F0000FD,电压输出值（V）378.50V；电流输出值(A)0.00A；累计充电时间(min)16580608.00min；
643,0x181056F4,充电阶段,4096,BCL,电池充电需求,6,BMS-充电机,5,0xA510760E02,电压需求426.10V；电流需求13077.40A；辨识结果:恒流充电；
644,0x1812F456,充电阶段,4608,CCS,充电机充电状态,6,充电机-BMS,7,0xC90EA00F0000FD,电压输出值（V）378.50V；电流输出值(A)0.00A；累计充电时间(min)16580608.00min；
645,0x181056F4,充电阶段,4096,BCL,电池充电需求,6,BMS-充电机,5,0xA510760E02,电压需求426.10V；电流需求13077.40A；辨识结果:恒流充电；
646,0x1CEC56F4,充电阶段,4352,BCS,电池充电总状态,7,BMS-充电机,8,0x10090002FF001100,多帧发送请求帧 总字节数为9 需要发送的总帧数为2
647,0x1CECF456,充电阶段,4352,BCS,电池充电总状态,7,充电机-BMS,8,0x110201FFFF001100,多帧请求响应帧 可发送帧数为2 多帧发送时首帧的帧号为1
648,0x1CEB56F4,充电阶段,4352,BCS,电池充电总状态,7,BMS-充电机,8,0x01E70E7F0E4F614D,多帧发送的第1帧
649,0x1CEB56F4,充电阶段,4352,BCS,电池充电总状态,7,BMS-充电机,8,0x020000FFFFFFFFFF,多帧发送的第2帧
650,0x1CECF456,充电阶段,4352,BCS,电池充电总状态,7,充电机-BMS,8,0x13090002FF001100,多帧接收完成帧 收到总字节数为9 收到总帧数为2 
多帧解析结果：【充电电压测量值(V)0.00V；充电电流测量值(A)429496329.50A；当前荷电状态SOC(%)255.00%；】
651,0x181056F4,充电阶段,4096,BCL,电池充电需求,6,BMS-充电机,5,0xA510760E02,电压需求426.10V；电流需求13077.40A；辨识结果:恒流充电；
652,0x1812F456,充电阶段,4608,CCS,充电机充电状态,6,充电机-BMS,7,0xC90EA00F0000FD,电压输出值（V）378.50V；电流输出值(A)0.00A；累计充电时间(min)16580608.00min；
653,0x181356F4,充电阶段,4864,BSM,动力蓄电池状态信息,6,BMS-充电机,7,0x2E3606350F0010,最高单体动力蓄电池电压所在编号47.00；最高动力蓄电池温度1540.00℃；最高温度检测点编号996615.00；最低动力蓄电池温度268439299.00℃；最低动力蓄电池温度检测点编号1048592.00；
654,0x181056F4,充电阶段,4096,BCL,电池充电需求,6,BMS-充电机,5,0xA510760E02,电压需求426.10V；电流需求13077.40A；辨识结果:恒流充电；
655,0x1812F456,充电阶段,4608,CCS,充电机充电状态,6,充电机-BMS,7,0xC90EFD0E0000FD,电压输出值（V）378.50V；电流输出值(A)16.30A；累计充电时间(min)16580608.00min；
656,0x181056F4,充电阶段,4096,BCL,电池充电需求,6,BMS-充电机,5,0xA510760E02,电压需求426.10V；电流需求13077.40A；辨识结果:恒流充电；
657,0x1812F456,充电阶段,4608,CCS,充电机充电状态,6,充电机-BMS,7,0xC90EFD0E0000FD,电压输出值（V）378.50V；电流输出值(A)16.30A；累计充电时间(min)16580608.00min；
658,0x181056F4,充电阶段,4096,BCL,电池充电需求,6,BMS-充电机,5,0xA510760E02,电压需求426.10V；电流需求13077.40A；辨识结果:恒流充电；
659,0x181056F4,充电阶段,4096,BCL,电池充电需求,6,BMS-充电机,5,0xA510760E02,电压需求426.10V；电流需求13077.40A；辨识结果:恒流充电；
660,0x1CEC56F4,充电阶段,4352,BCS,电池充电总状态,7,BMS-充电机,8,0x10090002FF001100,多帧发送请求帧 总字节数为9 需要发送的总帧数为2
661,0x1CECF456,充电阶段,4352,BCS,电池充电总状态,7,充电机-BMS,8,0x110201FFFF001100,多帧请求响应帧 可发送帧数为2 多帧发送时首帧的帧号为1
662,0x1812F456,充电阶段,4608,CCS,充电机充电状态,6,充电机-BMS,7,0xC90EFD0E0000FD,电压输出值（V）378.50V；电流输出值(A)16.30A；累计充电时间(min)16580608.00min；
663,0x1CEB56F4,充电阶段,4352,BCS,电池充电总状态,7,BMS-充电机,8,0x01E70E7F0E4F514D,多帧发送的第1帧
664,0x1CEB56F4,充电阶段,4352,BCS,电池充电总状态,7,BMS-充电机,8,0x020000FFFFFFFFFF,多帧发送的第2帧
665,0x1CECF456,充电阶段,4352,BCS,电池充电总状态,7,充电机-BMS,8,0x13090002FF001100,多帧接收完成帧 收到总字节数为9 收到总帧数为2 
多帧解析结果：【充电电压测量值(V)0.00V；充电电流测量值(A)429496329.50A；当前荷电状态SOC(%)255.00%；】
666,0x181056F4,充电阶段,4096,BCL,电池充电需求,6,BMS-充电机,5,0xA510760E02,电压需求426.10V；电流需求13077.40A；辨识结果:恒流充电；
667,0x181356F4,充电阶段,4864,BSM,动力蓄电池状态信息,6,BMS-充电机,7,0x2E360635180010,最高单体动力蓄电池电压所在编号47.00；最高动力蓄电池温度1540.00℃；最高温度检测点编号1586439.00；最低动力蓄电池温度268441603.00℃；最低动力蓄电池温度检测点编号1048601.00；
668,0x1812F456,充电阶段,4608,CCS,充电机充电状态,6,充电机-BMS,7,0xC90EFD0E0000FD,电压输出值（V）378.50V；电流输出值(A)16.30A；累计充电时间(min)16580608.00min；
669,0x181056F4,充电阶段,4096,BCL,电池充电需求,6,BMS-充电机,5,0xA510760E02,电压需求426.10V；电流需求13077.40A；辨识结果:恒流充电；
670,0x181056F4,充电阶段,4096,BCL,电池充电需求,6,BMS-充电机,5,0xA510760E02,电压需求426.10V；电流需求13077.40A；辨识结果:恒流充电；
671,0x1812F456,充电阶段,4608,CCS,充电机充电状态,6,充电机-BMS,7,0xC90EFD0E0000FD,电压输出值（V）378.50V；电流输出值(A)16.30A；累计充电时间(min)16580608.00min；
672,0x181056F4,充电阶段,4096,BCL,电池充电需求,6,BMS-充电机,5,0xA510760E02,电压需求426.10V；电流需求13077.40A；辨识结果:恒流充电；
673,0x1812F456,充电阶段,4608,CCS,充电机充电状态,6,充电机-BMS,7,0xC90EFD0E0000FD,电压输出值（V）378.50V；电流输出值(A)16.30A；累计充电时间(min)16580608.00min；
674,0x181056F4,充电阶段,4096,BCL,电池充电需求,6,BMS-充电机,5,0xA510760E02,电压需求426.10V；电流需求13077.40A；辨识结果:恒流充电；
675,0x1CEC56F4,充电阶段,4352,BCS,电池充电总状态,7,BMS-充电机,8,0x10090002FF001100,多帧发送请求帧 总字节数为9 需要发送的总帧数为2
676,0x1CECF456,充电阶段,4352,BCS,电池充电总状态,7,充电机-BMS,8,0x110201FFFF001100,多帧请求响应帧 可发送帧数为2 多帧发送时首帧的帧号为1
677,0x1CEB56F4,充电阶段,4352,BCS,电池充电总状态,7,BMS-充电机,8,0x01E90E810E4FE14D,多帧发送的第1帧
678,0x1CEB56F4,充电阶段,4352,BCS,电池充电总状态,7,BMS-充电机,8,0x020000FFFFFFFFFF,多帧发送的第2帧
679,0x1CECF456,充电阶段,4352,BCS,电池充电总状态,7,充电机-BMS,8,0x13090002FF001100,多帧接收完成帧 收到总字节数为9 收到总帧数为2 
多帧解析结果：【充电电压测量值(V)0.00V；充电电流测量值(A)429496329.50A；当前荷电状态SOC(%)255.00%；】
680,0x1812F456,充电阶段,4608,CCS,充电机充电状态,6,充电机-BMS,7,0xC90EFD0E0000FD,电压输出值（V）378.50V；电流输出值(A)16.30A；累计充电时间(min)16580608.00min；
681,0x181056F4,充电阶段,4096,BCL,电池充电需求,6,BMS-充电机,5,0xA510760E02,电压需求426.10V；电流需求13077.40A；辨识结果:恒流充电；
682,0x181356F4,充电阶段,4864,BSM,动力蓄电池状态信息,6,BMS-充电机,7,0x2E3606350F0010,最高单体动力蓄电池电压所在编号47.00；最高动力蓄电池温度1540.00℃；最高温度检测点编号996615.00；最低动力蓄电池温度268439299.00℃；最低动力蓄电池温度检测点编号1048592.00；
683,0x181056F4,充电阶段,4096,BCL,电池充电需求,6,BMS-充电机,5,0xA510760E02,电压需求426.10V；电流需求13077.40A；辨识结果:恒流充电；
684,0x1812F456,充电阶段,4608,CCS,充电机充电状态,6,充电机-BMS,7,0xC90EFD0E0000FD,电压输出值（V）378.50V；电流输出值(A)16.30A；累计充电时间(min)16580608.00min；
685,0x181056F4,充电阶段,4096,BCL,电池充电需求,6,BMS-充电机,5,0xA510760E02,电压需求426.10V；电流需求13077.40A；辨识结果:恒流充电；
686,0x1812F456,充电阶段,4608,CCS,充电机充电状态,6,充电机-BMS,7,0xC90EFD0E0000FD,电压输出值（V）378.50V；电流输出值(A)16.30A；累计充电时间(min)16580608.00min；
687,0x181056F4,充电阶段,4096,BCL,电池充电需求,6,BMS-充电机,5,0xA510760E02,电压需求426.10V；电流需求13077.40A；辨识结果:恒流充电；
688,0x1812F456,充电阶段,4608,CCS,充电机充电状态,6,充电机-BMS,7,0xC90EFD0E0000FD,电压输出值（V）378.50V；电流输出值(A)16.30A；累计充电时间(min)16580608.00min；
689,0x181056F4,充电阶段,4096,BCL,电池充电需求,6,BMS-充电机,5,0xA510760E02,电压需求426.10V；电流需求13077.40A；辨识结果:恒流充电；
690,0x1CEC56F4,充电阶段,4352,BCS,电池充电总状态,7,BMS-充电机,8,0x10090002FF001100,多帧发送请求帧 总字节数为9 需要发送的总帧数为2
691,0x1CECF456,充电阶段,4352,BCS,电池充电总状态,7,充电机-BMS,8,0x110201FFFF001100,多帧请求响应帧 可发送帧数为2 多帧发送时首帧的帧号为1
